127.0.0.1 - - [02/Aug/2017:13:20:07 +0530] "GET / HTTP/1.1" 404 994
0:0:0:0:0:0:0:1 - - [02/Aug/2017:13:20:41 +0530] "GET /pvs-inventory/login.jsp HTTP/1.1" 200 1666
0:0:0:0:0:0:0:1 - - [02/Aug/2017:13:20:42 +0530] "GET /pvs-inventory/css/style1.css HTTP/1.1" 200 10083
0:0:0:0:0:0:0:1 - - [02/Aug/2017:13:20:42 +0530] "GET /pvs-inventory/account-5.jpg HTTP/1.1" 200 257496
0:0:0:0:0:0:0:1 - - [02/Aug/2017:13:22:01 +0530] "GET /pvs-inventory/login.jsp HTTP/1.1" 200 1666
0:0:0:0:0:0:0:1 - - [02/Aug/2017:13:22:26 +0530] "GET /pvs-inventory/login.jsp HTTP/1.1" 200 1666
0:0:0:0:0:0:0:1 - - [02/Aug/2017:13:22:29 +0530] "GET /favicon.ico HTTP/1.1" 404 1016
0:0:0:0:0:0:0:1 - - [02/Aug/2017:13:22:37 +0530] "POST /pvs-inventory/j_spring_security_check;jsessionid=17191EE4611551C0BA5ABD64C2BF9E9B HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [02/Aug/2017:13:22:37 +0530] "GET /pvs-inventory/index.do HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [02/Aug/2017:13:22:44 +0530] "GET /pvs-inventory/loader1 HTTP/1.1" 200 3415
0:0:0:0:0:0:0:1 - - [02/Aug/2017:13:22:45 +0530] "GET /pvs-inventory/css/style2.css HTTP/1.1" 404 1050
0:0:0:0:0:0:0:1 - - [02/Aug/2017:13:22:46 +0530] "GET /pvs-inventory/css/style2.css HTTP/1.1" 404 1050
0:0:0:0:0:0:0:1 - - [02/Aug/2017:13:22:52 +0530] "POST /pvs-inventory/load.action HTTP/1.1" 200 13198
0:0:0:0:0:0:0:1 - - [02/Aug/2017:13:23:42 +0530] "GET /pvs-inventory/css/style2.css HTTP/1.1" 404 1050
0:0:0:0:0:0:0:1 - - [02/Aug/2017:13:23:43 +0530] "GET /pvs-inventory/css/style2.css HTTP/1.1" 404 1050
0:0:0:0:0:0:0:1 - - [02/Aug/2017:13:23:45 +0530] "GET /pvs-inventory/salesreturn HTTP/1.1" 200 110379
0:0:0:0:0:0:0:1 - - [02/Aug/2017:13:23:46 +0530] "GET /pvs-inventory/struts/js/base/jquery.ui.button.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Aug/2017:13:23:46 +0530] "GET /pvs-inventory/struts/js/base/jquery.ui.mouse.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Aug/2017:13:23:46 +0530] "GET /pvs-inventory/struts/js/base/jquery.ui.resizable.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Aug/2017:13:23:47 +0530] "GET /pvs-inventory/struts/js/base/jquery.ui.draggable.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Aug/2017:13:23:47 +0530] "GET /pvs-inventory/struts/js/base/jquery.bgiframe.min.js HTTP/1.1" 304 -
